Time,Level,Mode,NewRate,Rate,Output
2,0.9,0.9,0.96103895,0.7274943,0.49410927
118,0.6,0.9,0.96103895,0.49410927,0.65434146
129,0.6,0.9,0.96103895,0.65434146,0.6802734
147,0.9,0.9,0.96103895,0.6802734,0.7036003
121,0.6,0.9,0.96103895,0.7036003,0.65728915
139,0.9,0.9,0.96103895,0.65728915,0.6981399
130,0.6,0.9,0.96103895,0.6981399,0.69287777
100,0.6,0.9,0.96103895,0.69287777,0.5681073
63,0.3,0.9,0.96103895,0.5681073,0.48626873
112,0.6,0.9,0.96103895,0.48626873,0.59088546
174,0.9,0.9,0.96103895,0.59088546,0.7449714
126,0.6,0.9,0.96103895,0.7449714,0.63394856
161,0.9,0.9,0.96103895,0.63394856,0.71018434
102,0.6,0.9,0.96103895,0.71018434,0.5997858
126,0.6,0.9,0.96103895,0.5997858,0.6543389
78,0.3,0.9,0.96103895,0.6543389,0.5156554
70,0.3,0.9,0.96103895,0.5156554,0.4873607
169,0.9,0.9,0.96103895,0.4873607,0.66925603
163,0.9,0.9,0.96103895,0.66925603,0.67783564
122,0.6,0.9,0.96103895,0.67783564,0.66959196
72,0.3,0.9,0.96103895,0.66959196,0.47199386
85,0.3,0.9,0.96103895,0.47199386,0.5367584
157,0.9,0.9,0.96103895,0.5367584,0.717533
154,0.9,0.9,0.96103895,0.717533,0.7399143
117,0.6,0.9,0.96103895,0.7399143,0.67361397
93,0.6,0.9,0.96103895,0.67361397,0.6038059
56,0.3,0.9,0.96103895,0.6038059,0.4662983
172,0.9,0.9,0.96103895,0.4662983,0.71329653
48,0.9,0.9,0.96103895,0.71329653,0.49419895
83,0.3,0.9,0.96103895,0.49419895,0.54515034
62,0.3,0.9,0.96103895,0.54515034,0.4778495
25,0.9,0.9,0.96103895,0.4778495,0.22511709
130,0.6,0.9,0.96103895,0.22511709,0.6474645
92,0.6,0.9,0.96103895,0.6474645,0.5767663
67,0.3,0.9,0.96103895,0.5767663,0.47367606
157,0.9,0.9,0.96103895,0.47367606,0.6591376
67,0.3,0.9,0.96103895,0.6591376,0.47969508
77,0.3,0.9,0.96103895,0.47969508,0.5294457
103,0.6,0.9,0.96103895,0.5294457,0.6109806
107,0.6,0.9,0.96103895,0.6109806,0.6037429
125,0.6,0.9,0.96103895,0.6037429,0.6806368
163,0.9,0.9,0.96103895,0.6806368,0.7381454
90,0.3,0.9,0.96103895,0.7381454,0.6272007
156,0.9,0.9,0.96103895,0.6272007,0.7684198
99,0.6,0.9,0.96103895,0.7684198,0.61048365
155,0.9,0.9,0.96103895,0.61048365,0.7365206
86,0.3,0.9,0.96103895,0.7365206,0.55793184
120,0.6,0.9,0.96103895,0.55793184,0.61982447
66,0.3,0.9,0.96103895,0.61982447,0.5062116
39,0.9,0.9,0.96103895,0.5062116,0.25891876
61,0.3,0.9,0.96103895,0.25891876,0.4643902
64,0.3,0.9,0.96103895,0.4643902,0.47732788
139,0.9,0.9,0.96103895,0.47732788,0.7167209
149,0.9,0.9,0.96103895,0.7167209,0.67859745
120,0.6,0.9,0.96103895,0.67859745,0.6839684
57,0.3,0.9,0.96103895,0.6839684,0.4772779
53,0.3,0.9,0.96103895,0.4772779,0.5040317
83,0.3,0.9,0.96103895,0.5040317,0.5549015
108,0.6,0.9,0.96103895,0.5549015,0.6211055
105,0.6,0.9,0.96103895,0.6211055,0.6421137
120,0.6,0.9,0.96103895,0.6421137,0.6675001
112,0.6,0.9,0.96103895,0.6675001,0.63948643
115,0.6,0.9,0.96103895,0.63948643,0.6607683
92,0.6,0.9,0.96103895,0.6607683,0.58213556
73,0.3,0.9,0.96103895,0.58213556,0.5279356
54,0.3,0.9,0.96103895,0.5279356,0.48510048
159,0.9,0.9,0.96103895,0.48510048,0.7511332
61,0.3,0.9,0.96103895,0.7511332,0.45570642
78,0.3,0.9,0.96103895,0.45570642,0.5267252
88,0.3,0.9,0.96103895,0.5267252,0.58493614
92,0.6,0.9,0.96103895,0.58493614,0.5790341
30,0.9,0.9,0.96103895,0.5790341,0.25108248
8,0.9,0.9,0.96103895,0.25108248,0.437935
138,0.9,0.9,0.96103895,0.437935,0.6877521
163,0.9,0.9,0.96103895,0.6877521,0.7462372
65,0.3,0.9,0.96103895,0.7462372,0.5029919
121,0.6,0.9,0.96103895,0.5029919,0.67771924
60,0.3,0.9,0.96103895,0.67771924,0.49310943
70,0.3,0.9,0.96103895,0.49310943,0.4969365
92,0.6,0.9,0.96103895,0.4969365,0.62693274
158,0.9,0.9,0.96103895,0.62693274,0.7350364
25,0.9,0.9,0.96103895,0.7350364,0.20453875
85,0.3,0.9,0.96103895,0.20453875,0.5702294
73,0.3,0.9,0.96103895,0.5702294,0.5389922
105,0.6,0.9,0.96103895,0.5389922,0.5620028
95,0.6,0.9,0.96103895,0.5620028,0.597346
48,0.9,0.9,0.96103895,0.597346,0.45265746
98,0.6,0.9,0.96103895,0.45265746,0.59120643
113,0.6,0.9,0.96103895,0.59120643,0.60547274
3,0.9,0.9,0.96103895,0.60547274,0.49052528
141,0.9,0.9,0.96103895,0.49052528,0.6872768
75,0.3,0.9,0.96103895,0.6872768,0.54209775
120,0.6,0.9,0.96103895,0.54209775,0.6600613
76,0.3,0.9,0.96103895,0.6600613,0.5610864
116,0.6,0.9,0.96103895,0.5610864,0.61473995
148,0.9,0.9,0.96103895,0.61473995,0.73709613
99,0.6,0.9,0.96103895,0.73709613,0.6042761
101,0.6,0.9,0.96103895,0.6042761,0.59867436
105,0.6,0.9,0.96103895,0.59867436,0.610731
131,0.9,0.9,0.96103895,0.610731,0.63695496
83,0.3,0.9,0.96103895,0.63695496,0.54806703
150,0.9,0.9,0.96103895,0.54806703,0.7180622
133,0.9,0.9,0.96103895,0.7180622,0.6906114
122,0.6,0.9,0.96103895,0.6906114,0.63399065
170,0.9,0.9,0.96103895,0.63399065,0.7716548
85,0.3,0.9,0.96103895,0.7716548,0.56248474
176,0.9,0.9,0.96103895,0.56248474,0.8042259
168,0.9,0.9,0.96103895,0.8042259,0.7384933
170,0.9,0.9,0.96103895,0.7384933,0.7155001
171,0.9,0.9,0.96103895,0.7155001,0.76024777
146,0.9,0.9,0.96103895,0.76024777,0.6953547
97,0.6,0.9,0.96103895,0.6953547,0.61662644
110,0.6,0.9,0.96103895,0.61662644,0.6477469
145,0.9,0.9,0.96103895,0.6477469,0.69948673
68,0.3,0.9,0.96103895,0.69948673,0.49000952
138,0.9,0.9,0.96103895,0.49000952,0.667082
81,0.3,0.9,0.96103895,0.667082,0.55755985
126,0.6,0.9,0.96103895,0.55755985,0.6868173
78,0.3,0.9,0.96103895,0.6868173,0.5560372
120,0.6,0.9,0.96103895,0.5560372,0.6193014
23,0.9,0.9,0.96103895,0.6193014,0.23947483
110,0.6,0.9,0.96103895,0.23947483,0.6197841
115,0.6,0.9,0.96103895,0.6197841,0.63763326
68,0.3,0.9,0.96103895,0.63763326,0.5270631
77,0.3,0.9,0.96103895,0.5270631,0.53238314
60,0.3,0.9,0.96103895,0.53238314,0.49078563
158,0.9,0.9,0.96103895,0.49078563,0.7587459
75,0.3,0.9,0.96103895,0.7587459,0.51071
62,0.3,0.9,0.96103895,0.51071,0.4748296
160,0.9,0.9,0.96103895,0.4748296,0.72799635
125,0.6,0.9,0.96103895,0.72799635,0.6624686
40,0.9,0.9,0.96103895,0.6624686,0.3039331
63,0.3,0.9,0.96103895,0.3039331,0.48808184
157,0.9,0.9,0.96103895,0.48808184,0.7322592
88,0.3,0.9,0.96103895,0.7322592,0.5745034
113,0.6,0.9,0.96103895,0.5745034,0.6404906
84,0.3,0.9,0.96103895,0.6404906,0.545375
55,0.3,0.9,0.96103895,0.545375,0.45460007
124,0.6,0.9,0.96103895,0.45460007,0.65550655
103,0.6,0.9,0.96103895,0.65550655,0.59770143
178,0.9,0.9,0.96103895,0.59770143,0.7386507
138,0.9,0.9,0.96103895,0.7386507,0.6908391
130,0.6,0.9,0.96103895,0.6908391,0.634408
52,0.3,0.9,0.96103895,0.634408,0.4514274
146,0.9,0.9,0.96103895,0.4514274,0.70812076
89,0.3,0.9,0.96103895,0.70812076,0.57142884
48,0.9,0.9,0.96103895,0.57142884,0.44276407
75,0.3,0.9,0.96103895,0.44276407,0.5010109
145,0.9,0.9,0.96103895,0.5010109,0.68527406
115,0.6,0.9,0.96103895,0.68527406,0.62508506
141,0.9,0.9,0.96103895,0.62508506,0.7450042
126,0.6,0.9,0.96103895,0.7450042,0.5898227
70,0.3,0.9,0.96103895,0.5898227,0.5108772
160,0.9,0.9,0.96103895,0.5108772,0.72857827
5,0.3,0.6,0.96103895,0.72857827,0.39323866
9,0.3,0.6,0.96103895,0.39323866,0.32979506
13,0.6,0.6,0.96103895,0.32979506,0.30890083
9,0.3,0.6,0.96103895,0.30890083,0.32521412
16,0.9,0.6,0.96103895,0.32521412,0.28998914
14,0.6,0.6,0.96103895,0.28998914,0.3217677
4,0.9,0.6,0.96103895,0.3217677,0.47256973
15,0.6,0.6,0.96103895,0.47256973,0.3253426
17,0.9,0.6,0.96103895,0.3253426,0.29533345
9,0.3,0.6,0.96103895,0.29533345,0.3482563
8,0.3,0.6,0.96103895,0.3482563,0.34610033
4,0.9,0.6,0.96103895,0.34610033,0.47827563
12,0.6,0.6,0.96103895,0.47827563,0.32389516
4,0.9,0.6,0.96103895,0.32389516,0.46752623
12,0.6,0.6,0.96103895,0.46752623,0.32186857
13,0.6,0.6,0.96103895,0.32186857,0.31549016
6,0.3,0.6,0.96103895,0.31549016,0.3724012
12,0.6,0.6,0.96103895,0.3724012,0.31482816
14,0.6,0.6,0.96103895,0.31482816,0.31517768
14,0.6,0.6,0.96103895,0.31517768,0.32043096
5,0.3,0.6,0.96103895,0.32043096,0.39114317
14,0.6,0.6,0.96103895,0.39114317,0.34345636
6,0.3,0.6,0.96103895,0.34345636,0.3740718
5,0.3,0.6,0.96103895,0.3740718,0.40454713
14,0.6,0.6,0.96103895,0.40454713,0.32576156
8,0.3,0.6,0.96103895,0.32576156,0.3478105
9,0.3,0.6,0.96103895,0.3478105,0.32952067
8,0.3,0.6,0.96103895,0.32952067,0.34157583
10,0.3,0.6,0.96103895,0.34157583,0.3129
17,0.9,0.6,0.96103895,0.3129,0.31890193
8,0.3,0.6,0.96103895,0.31890193,0.3437578
9,0.3,0.6,0.96103895,0.3437578,0.35098314
4,0.9,0.6,0.96103895,0.35098314,0.49249193
7,0.3,0.6,0.96103895,0.49249193,0.33774567
14,0.6,0.6,0.96103895,0.33774567,0.30070487
7,0.3,0.6,0.96103895,0.30070487,0.35078135
18,0.9,0.6,0.96103895,0.35078135,0.27612516
16,0.9,0.6,0.96103895,0.27612516,0.30925778
6,0.3,0.6,0.96103895,0.30925778,0.33905646
4,0.9,0.6,0.96103895,0.33905646,0.4476809
4,0.9,0.6,0.96103895,0.4476809,0.4603589
13,0.6,0.6,0.96103895,0.4603589,0.3112395
5,0.3,0.6,0.96103895,0.3112395,0.44400436
15,0.6,0.6,0.96103895,0.44400436,0.28945097
8,0.3,0.6,0.96103895,0.28945097,0.34063074
8,0.3,0.6,0.96103895,0.34063074,0.33365712
7,0.3,0.6,0.96103895,0.33365712,0.331419
8,0.3,0.6,0.96103895,0.331419,0.34745374
10,0.3,0.6,0.96103895,0.34745374,0.31917995
12,0.6,0.6,0.96103895,0.31917995,0.35134193
17,0.9,0.6,0.96103895,0.35134193,0.3143932
6,0.3,0.6,0.96103895,0.3143932,0.35602757
6,0.3,0.6,0.96103895,0.35602757,0.36762407
5,0.3,0.6,0.96103895,0.36762407,0.38069782
17,0.9,0.6,0.96103895,0.38069782,0.27009606
7,0.3,0.6,0.96103895,0.27009606,0.33763787
10,0.3,0.6,0.96103895,0.33763787,0.31386942
5,0.3,0.6,0.96103895,0.31386942,0.39314276
7,0.3,0.6,0.96103895,0.39314276,0.36400205
13,0.6,0.6,0.96103895,0.36400205,0.3093742
17,0.9,0.6,0.96103895,0.3093742,0.34283558
8,0.3,0.6,0.96103895,0.34283558,0.34708428
10,0.3,0.6,0.96103895,0.34708428,0.32163486
8,0.3,0.6,0.96103895,0.32163486,0.33568418
9,0.3,0.6,0.96103895,0.33568418,0.3189849
14,0.6,0.6,0.96103895,0.3189849,0.30666536
5,0.3,0.6,0.96103895,0.30666536,0.39465046
17,0.9,0.6,0.96103895,0.39465046,0.30855295
14,0.6,0.6,0.96103895,0.30855295,0.3253639
14,0.6,0.6,0.96103895,0.3253639,0.32969573
13,0.6,0.6,0.96103895,0.32969573,0.33537444
6,0.3,0.6,0.96103895,0.33537444,0.3841253
6,0.3,0.6,0.96103895,0.3841253,0.35354728
19,0.9,0.6,0.96103895,0.35354728,0.24598886
5,0.3,0.6,0.96103895,0.24598886,0.38132948
11,0.6,0.6,0.96103895,0.38132948,0.3362935
12,0.6,0.6,0.96103895,0.3362935,0.34944254
8,0.3,0.6,0.96103895,0.34944254,0.34618893
5,0.3,0.6,0.96103895,0.34618893,0.3852834
11,0.6,0.6,0.96103895,0.3852834,0.33485755
10,0.3,0.6,0.96103895,0.33485755,0.3362615
5,0.3,0.6,0.96103895,0.3362615,0.3870251
5,0.3,0.6,0.96103895,0.3870251,0.36876267
10,0.3,0.6,0.96103895,0.36876267,0.35012507
16,0.9,0.6,0.96103895,0.35012507,0.3219111
6,0.3,0.6,0.96103895,0.3219111,0.37178358
18,0.9,0.6,0.96103895,0.37178358,0.28167158
11,0.6,0.6,0.96103895,0.28167158,0.31759635
7,0.3,0.6,0.96103895,0.31759635,0.34016895
15,0.6,0.6,0.96103895,0.34016895,0.30241618
6,0.3,0.6,0.96103895,0.30241618,0.36350325
8,0.3,0.6,0.96103895,0.36350325,0.34773988
11,0.6,0.6,0.96103895,0.34773988,0.34105468
6,0.3,0.6,0.96103895,0.34105468,0.36984947
10,0.3,0.6,0.96103895,0.36984947,0.33315054
8,0.3,0.6,0.96103895,0.33315054,0.34320357
4,0.9,0.6,0.96103895,0.34320357,0.49033716
17,0.9,0.6,0.96103895,0.49033716,0.29524487
7,0.3,0.6,0.96103895,0.29524487,0.34439695
14,0.6,0.6,0.96103895,0.34439695,0.3129014
7,0.3,0.6,0.96103895,0.3129014,0.3422233
16,0.9,0.6,0.96103895,0.3422233,0.30746317
15,0.6,0.6,0.96103895,0.30746317,0.29873446
6,0.3,0.6,0.96103895,0.29873446,0.36932978
13,0.6,0.6,0.96103895,0.36932978,0.31767878
13,0.6,0.6,0.96103895,0.31767878,0.33469468
5,0.3,0.6,0.96103895,0.33469468,0.37743366
19,0.9,0.6,0.96103895,0.37743366,0.27066064
16,0.9,0.6,0.96103895,0.27066064,0.31509644
8,0.3,0.6,0.96103895,0.31509644,0.33949208
19,0.9,0.6,0.96103895,0.33949208,0.2532692
13,0.6,0.6,0.96103895,0.2532692,0.3366359
7,0.3,0.6,0.96103895,0.3366359,0.35900143
15,0.6,0.6,0.96103895,0.35900143,0.29041985
13,0.6,0.6,0.96103895,0.29041985,0.31872252
13,0.6,0.6,0.96103895,0.31872252,0.32920817
6,0.3,0.6,0.96103895,0.32920817,0.36158693
18,0.9,0.6,0.96103895,0.36158693,0.31357512
10,0.3,0.6,0.96103895,0.31357512,0.32188362
12,0.6,0.6,0.96103895,0.32188362,0.3274102
6,0.3,0.6,0.96103895,0.3274102,0.37266922
4,0.9,0.6,0.96103895,0.37266922,0.48286462
6,0.3,0.6,0.96103895,0.48286462,0.372701
4,0.9,0.6,0.96103895,0.372701,0.5107446
5,0.3,0.6,0.96103895,0.5107446,0.37799546
18,0.9,0.6,0.96103895,0.37799546,0.30270293
14,0.6,0.6,0.96103895,0.30270293,0.31798437
10,0.3,0.6,0.96103895,0.31798437,0.329372
15,0.6,0.6,0.96103895,0.329372,0.30316234
6,0.3,0.6,0.96103895,0.30316234,0.36019385
19,0.9,0.6,0.96103895,0.36019385,0.26021853
14,0.6,0.6,0.96103895,0.26021853,0.32383204
5,0.3,0.6,0.96103895,0.32383204,0.36680925
18,0.9,0.6,0.96103895,0.36680925,0.29470176
10,0.3,0.6,0.96103895,0.29470176,0.3214495
6,0.3,0.6,0.96103895,0.3214495,0.350737
5,0.3,0.6,0.96103895,0.350737,0.37604374
12,0.6,0.6,0.96103895,0.37604374,0.32197165
8,0.3,0.6,0.96103895,0.32197165,0.3448527
12,0.6,0.6,0.96103895,0.3448527,0.31979322
9,0.3,0.6,0.96103895,0.31979322,0.31532404
6,0.3,0.6,0.96103895,0.31532404,0.36984977
16,0.9,0.6,0.96103895,0.36984977,0.30924484
19,0.9,0.6,0.96103895,0.30924484,0.24655755
17,0.9,0.6,0.96103895,0.24655755,0.33683616
16,0.9,0.6,0.96103895,0.33683616,0.31372187
16,0.9,0.6,0.96103895,0.31372187,0.31420365
16,0.9,0.6,0.96103895,0.31420365,0.3274658
11,0.6,0.6,0.96103895,0.3274658,0.3263012
4,0.9,0.6,0.96103895,0.3263012,0.47223476
11,0.6,0.6,0.96103895,0.47223476,0.32718956
10,0.3,0.6,0.96103895,0.32718956,0.33838135
7,0.3,0.6,0.96103895,0.33838135,0.3500649
19,0.9,0.6,0.96103895,0.3500649,0.25901285
6,0.3,0.6,0.96103895,0.25901285,0.3587714
4,0.9,0.6,0.96103895,0.3587714,0.49462417
5,0.3,0.6,0.96103895,0.49462417,0.36364022
14,0.6,0.6,0.96103895,0.36364022,0.307188
14,0.6,0.6,0.96103895,0.307188,0.30718386
7,0.3,0.6,0.96103895,0.30718386,0.34344488
13,0.6,0.6,0.96103895,0.34344488,0.32057515
19,0.9,0.6,0.96103895,0.32057515,0.24906054
5,0.3,0.6,0.96103895,0.24906054,0.38566053
7,0.3,0.6,0.96103895,0.38566053,0.35934985
18,0.9,0.6,0.96103895,0.35934985,0.26823068
10,0.3,0.6,0.96103895,0.26823068,0.31605086
8,0.3,0.6,0.96103895,0.31605086,0.32918003
18,0.9,0.6,0.96103895,0.32918003,0.2895045
11,0.6,0.6,0.96103895,0.2895045,0.3309827
11,0.6,0.6,0.96103895,0.3309827,0.34876016
5,0.3,0.6,0.96103895,0.34876016,0.3797283
10,0.3,0.6,0.96103895,0.3797283,0.31432155
7,0.3,0.6,0.96103895,0.31432155,0.34000695
14,0.6,0.6,0.96103895,0.34000695,0.31318697
4,0.9,0.6,0.96103895,0.31318697,0.48663974
10,0.3,0.6,0.96103895,0.48663974,0.3332632
19,0.9,0.6,0.96103895,0.3332632,0.2641522
17,0.9,0.6,0.96103895,0.2641522,0.3038262
16,0.9,0.6,0.96103895,0.3038262,0.32029152
15,0.6,0.6,0.96103895,0.32029152,0.30984473
15,0.6,0.6,0.96103895,0.30984473,0.30204952
4,0.9,0.6,0.96103895,0.30204952,0.5321723
8,0.3,0.6,0.96103895,0.5321723,0.35082626
8,0.3,0.6,0.96103895,0.35082626,0.34566748
15,0.6,0.6,0.96103895,0.34566748,0.30925298
4,0.9,0.6,0.96103895,0.30925298,0.45802546
6,0.3,0.6,0.96103895,0.45802546,0.36168334
7,0.3,0.6,0.96103895,0.36168334,0.34866616
17,0.9,0.6,0.96103895,0.34866616,0.32210305
13,0.6,0.6,0.96103895,0.32210305,0.31042302
15,0.6,0.6,0.96103895,0.31042302,0.30505335
10,0.3,0.6,0.96103895,0.30505335,0.3452449
9,0.3,0.6,0.96103895,0.3452449,0.31447405
9,0.3,0.6,0.96103895,0.31447405,0.33161956
11,0.6,0.6,0.96103895,0.33161956,0.33330145
6,0.3,0.6,0.96103895,0.33330145,0.37089166
12,0.6,0.6,0.96103895,0.37089166,0.30839962
8,0.3,0.6,0.96103895,0.30839962,0.34204996
8,0.3,0.6,0.96103895,0.34204996,0.36129624
7,0.3,0.6,0.96103895,0.36129624,0.35422298
12,0.6,0.6,0.96103895,0.35422298,0.318672
15,0.6,0.6,0.96103895,0.318672,0.29288206
12,0.6,0.6,0.96103895,0.29288206,0.3170871
4,0.9,0.6,0.96103895,0.3170871,0.4872037
16,0.9,0.6,0.96103895,0.4872037,0.32027444
8,0.3,0.6,0.96103895,0.32027444,0.34118348
11,0.6,0.6,0.96103895,0.34118348,0.33458823
14,0.6,0.6,0.96103895,0.33458823,0.3132535
4,0.9,0.6,0.96103895,0.3132535,0.48284283
7,0.3,0.6,0.96103895,0.48284283,0.3508988
12,0.6,0.6,0.96103895,0.3508988,0.32881814
14,0.6,0.6,0.96103895,0.32881814,0.31924343
6,0.3,0.6,0.96103895,0.31924343,0.3618209
5,0.3,0.6,0.96103895,0.3618209,0.40694305
13,0.6,0.6,0.96103895,0.40694305,0.33762166
4,0.9,0.6,0.96103895,0.33762166,0.5106233
18,0.9,0.6,0.96103895,0.5106233,0.30615553
11,0.6,0.6,0.96103895,0.30615553,0.33841035
8,0.3,0.6,0.96103895,0.33841035,0.3441665
15,0.6,0.6,0.96103895,0.3441665,0.29652634
6,0.3,0.6,0.96103895,0.29652634,0.36056283
5,0.3,0.6,0.96103895,0.36056283,0.37996635
10,0.3,0.6,0.96103895,0.37996635,0.32604468
9,0.3,0.6,0.96103895,0.32604468,0.32578468
7,0.3,0.6,0.96103895,0.32578468,0.3348215
9,0.3,0.6,0.96103895,0.3348215,0.32687172
8,0.3,0.6,0.96103895,0.32687172,0.34016845
17,0.9,0.6,0.96103895,0.34016845,0.29985017
14,0.6,0.6,0.96103895,0.29985017,0.3191119
12,0.6,0.6,0.96103895,0.3191119,0.32461473
13,0.6,0.6,0.96103895,0.32461473,0.33850184
8,0.3,0.6,0.96103895,0.33850184,0.34658182
8,0.3,0.6,0.96103895,0.34658182,0.34664086
11,0.6,0.6,0.96103895,0.34664086,0.34025565
9,0.3,0.6,0.96103895,0.34025565,0.3258313
13,0.6,0.6,0.96103895,0.3258313,0.3314835
14,0.6,0.6,0.96103895,0.3314835,0.31713134
5,0.3,0.6,0.96103895,0.31713134,0.37968597
14,0.6,0.6,0.96103895,0.37968597,0.33643687
8,0.3,0.6,0.96103895,0.33643687,0.341151
18,0.9,0.6,0.96103895,0.341151,0.29212156
14,0.6,0.6,0.96103895,0.29212156,0.31688014
5,0.3,0.6,0.96103895,0.31688014,0.39620134
17,0.9,0.6,0.96103895,0.39620134,0.3067399
11,0.6,0.6,0.96103895,0.3067399,0.33882058
16,0.9,0.6,0.96103895,0.33882058,0.32215232
12,0.6,0.6,0.96103895,0.32215232,0.32365018
9,0.3,0.6,0.96103895,0.32365018,0.32872063
16,0.9,0.6,0.96103895,0.32872063,0.33196905
5,0.3,0.6,0.96103895,0.33196905,0.3971071
9,0.3,0.6,0.96103895,0.3971071,0.33645386
5,0.3,0.6,0.96103895,0.33645386,0.38298082
6,0.3,0.6,0.96103895,0.38298082,0.3587721
15,0.6,0.6,0.96103895,0.3587721,0.31562606
15,0.6,0.6,0.96103895,0.31562606,0.3035112
7,0.3,0.6,0.96103895,0.3035112,0.35933167
4,0.9,0.6,0.96103895,0.35933167,0.48593542
18,0.9,0.6,0.96103895,0.48593542,0.27352744
10,0.3,0.6,0.96103895,0.27352744,0.3364685
4,0.9,0.6,0.96103895,0.3364685,0.47986233
5,0.3,0.6,0.96103895,0.47986233,0.38402084
18,0.9,0.6,0.96103895,0.38402084,0.28780553
4,0.9,0.6,0.96103895,0.28780553,0.48380712
6,0.3,0.6,0.96103895,0.48380712,0.3642646
5,0.3,0.6,0.96103895,0.3642646,0.3988518
17,0.9,0.6,0.96103895,0.3988518,0.30865157
4,0.9,0.6,0.96103895,0.30865157,0.48596942
5,0.3,0.6,0.96103895,0.48596942,0.40182632
9,0.3,0.6,0.96103895,0.40182632,0.3349279
19,0.9,0.6,0.96103895,0.3349279,0.26832333
14,0.6,0.6,0.96103895,0.26832333,0.31429923
10,0.3,0.6,0.96103895,0.31429923,0.32468387
19,0.9,0.6,0.96103895,0.32468387,0.26638225
10,0.3,0.6,0.96103895,0.26638225,0.32607225
9,0.3,0.6,0.96103895,0.32607225,0.33353436
8,0.3,0.6,0.96103895,0.33353436,0.3351652
17,0.9,0.6,0.96103895,0.3351652,0.318317
8,0.3,0.6,0.96103895,0.318317,0.3290075
9,0.3,0.6,0.96103895,0.3290075,0.3371987
14,0.6,0.6,0.96103895,0.3371987,0.31423205
10,0.3,0.6,0.96103895,0.31423205,0.31845832
12,0.6,0.6,0.96103895,0.31845832,0.34121192
8,0.3,0.6,0.96103895,0.34121192,0.34398556
13,0.6,0.6,0.96103895,0.34398556,0.3287649
5,0.3,0.6,0.96103895,0.3287649,0.37407407
11,0.6,0.6,0.96103895,0.37407407,0.33021072
7,0.3,0.6,0.96103895,0.33021072,0.35944316
12,0.6,0.6,0.96103895,0.35944316,0.32158664
10,0.3,0.6,0.96103895,0.32158664,0.32641116
10,0.3,0.6,0.96103895,0.32641116,0.33452025
16,0.9,0.6,0.96103895,0.33452025,0.30990824
17,0.9,0.6,0.96103895,0.30990824,0.30285898
9,0.3,0.6,0.96103895,0.30285898,0.33056512
9,0.3,0.6,0.96103895,0.33056512,0.3320751
4,0.9,0.6,0.96103895,0.3320751,0.46786645
12,0.6,0.6,0.96103895,0.46786645,0.33343953
8,0.3,0.6,0.96103895,0.33343953,0.3397726
7,0.3,0.6,0.96103895,0.3397726,0.33930898
14,0.6,0.6,0.96103895,0.33930898,0.32473415
6,0.3,0.6,0.96103895,0.32473415,0.36431506
13,0.6,0.6,0.96103895,0.36431506,0.32395902
9,0.3,0.6,0.96103895,0.32395902,0.33996484
4,0.9,0.6,0.96103895,0.33996484,0.4871035
7,0.3,0.6,0.96103895,0.4871035,0.3467465
19,0.9,0.6,0.96103895,0.3467465,0.2741068
15,0.6,0.6,0.96103895,0.2741068,0.29799938
7,0.3,0.6,0.96103895,0.29799938,0.34767258
19,0.9,0.6,0.96103895,0.34767258,0.26830992
4,0.9,0.6,0.96103895,0.26830992,0.49075726
11,0.6,0.6,0.96103895,0.49075726,0.35384125
19,0.9,0.6,0.96103895,0.35384125,0.2654367
10,0.3,0.6,0.96103895,0.2654367,0.32148054
9,0.3,0.6,0.96103895,0.32148054,0.3317787
15,0.6,0.6,0.96103895,0.3317787,0.3018585
5,0.3,0.6,0.96103895,0.3018585,0.37435046
9,0.3,0.6,0.96103895,0.37435046,0.34270164
14,0.6,0.6,0.96103895,0.34270164,0.31876135
10,0.3,0.6,0.96103895,0.31876135,0.32854763
5,0.3,0.6,0.96103895,0.32854763,0.38129082
13,0.6,0.6,0.96103895,0.38129082,0.32610145
12,0.6,0.6,0.96103895,0.32610145,0.3334116
14,0.6,0.6,0.96103895,0.3334116,0.3136857
9,0.3,0.6,0.96103895,0.3136857,0.3261594
8,0.3,0.6,0.96103895,0.3261594,0.34306657
4,0.9,0.6,0.96103895,0.34306657,0.48292223
15,0.6,0.6,0.96103895,0.48292223,0.30323017
6,0.3,0.6,0.96103895,0.30323017,0.36411074
6,0.3,0.6,0.96103895,0.36411074,0.3620943
11,0.6,0.6,0.96103895,0.3620943,0.32148975
8,0.3,0.6,0.96103895,0.32148975,0.34398562
18,0.9,0.6,0.96103895,0.34398562,0.28744316
4,0.9,0.6,0.96103895,0.28744316,0.47122976
18,0.9,0.6,0.96103895,0.47122976,0.28398174
